,ticker,thong tin
685,BHK,"Công ty Cổ phần Bia Hà Nội - Kim Bài (BHK) có tiền thân là Xí nghiệp Chế biến Kinh doanh Lương thực Tổng hợp Thanh Oai, được thành lập vào năm 1987. Công ty hoạt động chủ yếu trong lĩnh vực sản xuất bia. BHK chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. BHK hiện đang quản lý vận hành 02 dây chuyền sản xuất bia chai và bia hơi có công suất lên đến 40 triệu lít/năm với các nhãn hiệu truyền thống là bia hơi Hà Nội, bia chai Hà Nội Hanover và bia chai HKB. HKB được giao dịch trên thị trường UPCOM từ đầu tháng 04/2018. "
686,BHN,"Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội (BHN), có tiền thân là Nhà máy Bia Hommel được người Pháp xây dựng vào năm 1890. Tổng Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh các sản phẩm bia, rượu và nước giải khát. HABECO là một trong hai doanh nghiệp sản xuất bia lớn nhất Việt Nam với tổng công suất toàn hệ thống đạt hơn 800 triệu lít bia/năm. Thị trường tiêu thụ của HABECO hiện tại chủ yếu tại các tỉnh phía bắc và Bắc Trung Bộ. HABECO hiện đang giữ vị trí thứ 03 về thị phần tại Việt Nam và số 1 tại thị trường bia Miền Bắc. BHN được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2016. "
687,BHP," Công ty Cổ phần Bia Hải Phòng là thành viên của Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội. Tiền thân của công ty là Xí nghiệp Nước đá Việt Hoa được thành lập năm 1960. Hiện nay, vốn điều lệ của công ty là 25,5 tỷ đồng. Lĩnh vực hoạt động chính của công ty là sản xuất bia rượu và nước ngọt. Các sản phẩm của công ty được ưu chuộng bởi khách hàng và nhiều lần được bình chọn là hàng Việt Nam chất lượng cao. Một số sản phẩm chính của công ty là bia Hải Phòng, bia Hải Hà, bia chai 999. Sản phẩm của công ty được phân phối chủ yếu ở khu vực Hải Phòng. Công ty đã mở rộng hoạt động ra các tỉnh Hải Dương, Bắc Ninh, Bắc Giang, Thái Bình và Lạng Sơn.  "
218,BIC,"Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC) có tiền thân là Công ty Liên doanh Bảo hiểm Việt Úc được thành lập vào năm 1999 trên cơ sở hợp tác giữa Ngân hàng Đầu tư và Phát triển Việt Nam (BIDV) và Công ty Bảo hiểm Quốc tế QBE (Úc). Tổng Công ty hoạt động chính trong lĩnh vực kinh doanh bảo hiểm phi nhân thọ, tái bảo hiểm và đầu tư tài chính. Theo thống kê của Hiệp hội Bảo hiểm Việt Nam, hiện nay BIC đang là 1 trong 10 công ty bảo hiểm phi nhân thọ dẫn đầu về thị phần bảo hiểm gốc và là một trong những công ty bảo hiểm có tốc độ tăng trưởng nhanh nhất trên thị trường. BIC là công ty dẫn đầu thị trường về phát triển kênh Bancassurance và các kênh bảo hiểm trực tuyến (E-business). BIC cũng là công ty bảo hiểm đầu tiên có mạng lưới hoạt động trên cả 03 nước Đông Dương. BIC được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 09/2011. "
9,BID,"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (BIDV), có tiền thân là Ngân hàng Kiến thiết Việt Nam trực thuộc Bộ Tài chính được thành lập vào năm 1957. Ngân hàng hoạt động trong lĩnh vực huy động và kinh doanh vốn, và cung cấp các dịch vụ tài chính liên quan. BIDV chính thức hoạt động theo hình thức ngân hàng thương mại cổ phần từ năm 2012. BIDV được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2014. Kết thúc năm 2022, BIDV tiếp tục giữ vững vị thế là ngân hàng thương mại cổ phần có quy mô lớn nhất Việt Nam với tổng tài sản riêng khối ngân hàng thương mại đạt 2,12 triệu tỷ đồng. Dư nợ tín dụng đạt 1,98 triệu tỷ đồng, chiếm hơn 12,87% dư nợ tín dụng toàn nền kinh tế, đứng đầu thị trường về thị phần tín dụng. Biên lãi thuần (NIM) ở mức 2.93%, tăng 0.01% so với cùng kỳ. Tỷ lệ nợ xấu ở mức 1,16%. Tỷ lệ bao phủ nợ xấu ở mức 216,92%. Lợi nhuận sau thuế có giá trị bằng 18.420,01 tỷ đồng, tăng 72,28% so với cùng kỳ. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 19,06%. "
99,BIG,"Công ty Cổ phần Big Invest Group (BIG) được thành lập từ năm 2017, với tiền thân là Công ty Cổ phần Thiết bị Công nghệ Nam Sơn. Hiện tại, hoạt động kinh doanh chính của công ty là Đào tạo, tư vấn, môi giới, đấu giá bất động sản và quyền sử dụng đất, cho thuê bất động sản. Ngoài ra, công ty vẫn duy trì hoạt động kinh doanh truyền thống là kinh doanh, cho thuê và sửa chữa máy móc, thiết bị xây dựng và kinh doanh thép.Từ năm 2019 đến nay, BIG đã tổ chức hơn 100 hội nghị về bất động sản, kinh doanh tại các thành phố lớn trên cả nước với nhiều khách mời nổi tiếng tham dự như Daymond John, Adam Khoo, Nick Vujicic, Phạm Thanh Hưng,... Đối với hoạt động cho thuê, hiện công ty đang cho thuê văn phòng tại 2 toà nhà tại Hà Nội, thành phố Hồ Chí Minh với tổng diện tích 1.300m2, và cho thuê nhà ở với khoảng 30 căn hộ tại thành phố Hồ Chí Minh và Đà Nẵng. Ngày 10/01/2022,BIG chính thức được giao dịch tại thị trường UPCoM. "
105,BII," Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư (BII) được thành lập từ năm 2008. Lĩnh vực hoạt động chính của công ty là kinh doanh bất động sản dân dụng, bất động sản công nghiệp, khai thác cát trắng và sản xuất vật liệu xây dựng. Hiện tại, BII đang đầu tư và khai thác 3 Cụm công nghiệp bao gồm Cụm công nghiệp Trị An (Đồng Nai), Cụm công nghiệp Thắng Hải và Cụm công nghiệp Tân Bình (Bình Thuận). Ở mảng bất động sản dân dụng, BII đã thực hiện các dự án Khu an sinh xã hội Định Thành, Louis Trade Center và Louis Seaview.   "
950,BIO,"Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang (BIO) có tiền thân là Công ty Vắc xin và sinh phẩm số 2 được thành lập vào năm 2001. Công ty hoạt động chính trong lĩnh vực sản xuất kinh doanh các loại vắc xin và chế phẩm sinh học. BIO chính thức hoạt động theo mô hình công ty cổ phần từ năm 2016. Doanh nghiệp có các chi nhánh trên khắp cả nước, tuy nhiên tập trung nhiều hơn tại khu vực miền Trung và Tây Nguyên. Doanh nghiệp có đủ chứng nhận đạt chuẩn để cung cấp vắc xin và chế phẩm sinh học cho các đối tác lớn. BIO được giao dịch trên thị trường UPCOM từ tháng 08/2018. "
455,BKC,"Công ty Cổ phần Khoáng sản Bắc Kạn  (BKC) có tiền thân là Công ty Khoáng sản Bắc Kạn được thành lập theo Quyết định số 312/QĐ - UB ngày 05/04/2000 của UBND tỉnh Bắc Kạn. Ngày 01/04/2006, Công ty chính thức đi vào hoạt động theo hình thức Công ty cổ phần. Hoạt động kinh doanh chính của Công ty là khai thác và chế biến khoáng sản. Công ty Khoáng sản Bắc Kạn luôn khẳng định là một trong những đơn vị hàng đầu của tỉnh Bắc Kạn, nhiều năm liền đạt thành tích cao về SXKD và được tặng thưởng nhiều bằng khen của UBND tỉnh, Sở Công nghiệp - Khoa học & Công nghệ, Sở Tài chính và Sở Lao động Thương binh và Xã hội tỉnh. "
750,BKG,"Công ty Cổ phần Đầu tư BKG Việt Nam (BKG) có tiền thân là Công ty Cổ phần Thiết bị DTA thành lập vào năm 2015. Công ty hoạt động trong lĩnh vực sản xuất và kinh doanh các sản phẩm đồ nội ngoại thất, sản phẩm từ gỗ và nguyên liệu lâm sản, nông nghiệp sạch. BKG hiện đang sở hữu 2 nhà máy sản xuất gỗ nội thất với quy mô trên 15.500 m2. Các dự án BKG thực hiện có thể kể đến Tomodachi Retreat và Ivory Villas & Resort với diện tích 66ha. BKG còn tham gia kinh doanh nguyên liệu thức ăn chăn nuôi, thực phẩm an toàn, cung cấp cho thị trường Miền Bắc. Ngoài ra, Công ty có chuỗi cafe với thương hiệu Bukin trên địa bàn Hà Đông, Chương Mỹ, Hà Nội. BKG được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 12/2020. "
620,BKH,"Công ty Cổ phần Bánh mứt kẹo Hà Nội (BKH), Tiền thân là Xí nghiệp Bánh Mứt Kẹo Hà Nội được thành lập năm 1964. Năm 2004, Xí nghiệp Bánh mứt Kẹo Hà Nội chính thức chuyển thành Công ty Cổ phần Bánh mứt Kẹo Hà Nội theo Giấy chứng nhận Đăng kí kinh doanh số 01030006172 với số vốn điều lệ ban đầu là 17.5 tỷ đồng. BKH là đơn vị sản xuất thực phẩm có uy tín và lâu năm nhất tại Thủ đô Hà Nội. Công ty đang sản xuất 3 dòng sản phẩm chính là bánh kẹo thông thường, bánh kẹo Tết và bánh trung thu. Hiện nay, các sản phẩm của công ty được tiêu thụ rộng rãi thông qua hệ thống phân phối là các cửa hàng của công ty tại các quận Hoàn Kiếm, Thanh Xuân, Đống Đa, Ba Đình… và các đại lý, siêu thị khác. Nguồn nguyên liệu thực phẩm sạch, nguồn gốc hữu cơ và thân thiện với môi trường do đó chiếm được lòng tin của khách hàng; Hình ảnh Công ty Cổ phần Bánh mứt kẹo Hà Nội luôn gắn liền với các dịp lễ cổ truyền của dân tộc như Trung Thu, Tết Nguyên Đán... "
600,BLF,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;"">Công ty Cổ phần Thủy sản Bạc Liêu hoat động trong lĩnh vực chế biến và kinh doanh thủy sản và các sản phẩm từ thủy sản. Công ty hiện đang hợp tác với Tsubasa International Co., Ltd (Nhật) để sản xuất sushi đông lạnh phục vụ cho các thị trường như Châu Âu, Hoa Kỳ, Singapore. Công ty đang áp dụng các hệ thống quản lý chất lượng: Hệ thống phân tích mối nguy và kiểm soát các điểm kiểm soát tới hạn HACCP và Hệ thống quản lý chất lượng theo tiêu chuẩn quốc tế ISO 9001 - 2000, đây là hệ thống quản lý chất lượng trên được hầu hết các nước trên thế giới chấp nhận và xem nó như là phương pháp xác định chất lượng sản phẩm của nhà sản xuất. </DIV>"
219,BLI,"Tổng Công ty Cổ phần Bảo hiểm Bảo Long (BLI) có tiền thân là Công ty Cổ phần Bảo hiểm Nhà Rồng được thành lập vào năm 1995. BLI là Công ty cổ phần đầu tiên hoạt động trên lĩnh vực bảo hiểm phi nhân thọ tại Việt Nam. Công ty cung cấp các sản phẩm phi nhân thọ: bảo hiểm xe cơ giới. bảo hiểm con người, bảo hiểm tài sản, bảo hiểm kỹ thuật, bảo hiểm hỗn hợp, bảo hiểm hàng hóa, bảo hiểm tàu. Ngoài ra, Công ty nhận tái bảo hiểm, đồng bảo hiểm tất cả các loại hình bảo hiểm phi nhân thọ từ các doanh nghiệp, đối tác trong và ngoài nước. Các đối tác của BLI có thể kể đến SCB, Eximbank, Aon, Marsh, Viettel, Manulife, CCR, Swiss Re, ACR,... BLI được giao dịch trên thị trường UPCOM từ tháng 12/2015. "
848,BLN,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;"">Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh (BLN), tiền thân là Trung tâm Hạ tầng vận tải công cộng Hà Nội được thành lập vào năm 2011.&nbsp;Lĩnh vực kinh doanh chính là cung cấp dịch vụ vân tải hành khách thông qua xe buýt và ô tô. BLN chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Công ty hiện độc quyền khai thác một số tuyến xe buýt tại Hà Nội. BLN&nbsp;được giao dịch trên thị trường UPCOM từ tháng 09/2016.</DIV>"
599,BLT," Công ty Cổ phần Lương Thực Bình Định (BLT) có tiền thân Sở Lương thực Nghĩa Bình, được thành lập vào năm 1975. Công ty hoạt động trong lĩnh vực chế biến, kinh doanh, xuất khẩu các mặt hàng lương thực, nông sản với sản phẩm chính là gạo và sắn lát. BLT chính thức hoạt động theo mô hình công ty cổ phần từ tháng 01/2008. Công ty quản lý vận hành 05 nhà máy chế biến gạo với tổng công suất 70 tấn/giờ và 06 cụm kho 50.000m2, với năng lực chế biến xuất khẩu hàng năm đạt hơn 120.000 tấn gạo, 100.000 tấn sắn lát và các loại nông sản khác. BLT được giao dịch trên thị trường UPCOM từ tháng 07/2017.  "
280,BLW,"Được thành lập vào năm 1950 với tiền thân là Công quản nhà máy nước Bạc Liêu (BLW), Công ty Cổ phần Cấp nước Bạc Liêu là đơn vị chuyên cung cấp nước sạch trên địa bàn Thành phố Bạc Liêu. BLW chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Hiện nay, Công ty đang quản lý vận hành 02 nhà máy nước có tổng công suất: 22.000 m3/ngày đêm và hệ thống đường ống cấp nước dài 325 km để cung cấp nước sạch cho hơn 26.000 hộ khách hàng, chiếm 85% tổng số hộ dân ở nội ô thành phố Bạc Liêu. BLW được giao dịch trên thị trường UPCOM từ tháng 10/2018. "
456,BMC," Công ty Cổ phần Khoáng sản Bình Định (BMC), tiền thân là Công ty Khoáng Sản Bình Định được thành lập năm 1985, là một trong những công ty có uy tín và tiên phong trong lĩnh vực khai thác sa khoáng tại tỉnh Bình Định cũng như ở Việt Nam. Năm 2001 chuyển sang hoạt động theo mô hình cổ phần. BMC là một trong những doanh nghiệp khai thác chế biến kinh doanh khoáng sản tiên phong tại Việt nam. Sản phẩm chính của Công ty là Ilmentie nguyên liệu chính để sản xuất bột màu Titan dioxit (TiO2) và kim loại Titan.  Hơn 95% sản phẩm của công ty xuất khẩu sang các thị trường Nhật Bản, Malaysia, Trung Quốc. BMC hiện đang quản lý nhà máy khoáng sản Nam De Gi và nhà máy xỉ titan tại tỉnh Bình Định. Công ty có công suất tinh luyện 80.000 tấn quặng titan / năm, 90% trong số đó là ilmenit và 10% còn lại là các sản phẩm phụ bao gồm zircon, rutile, monazite và từ tính. Nhà máy xỉ titan với công suất 35.000 tấn / năm đang hoạt động ở mức 70 - 80% công suất. Các khách hàng lớn của công ty là các nhà nhập khẩu quặng của nước ngoài như Kayfour Development Corporation Sdn.Bhd, Qinzhou Qinnan District Jia Hua Import Export Td.,Lmt, Mineral Venture Internation Ltd (Mvi). Ngày 28/12/2006, BMC chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  "
1485,BMD,"Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận (BMD) có tiền thân là Công ty Quản lý Công trình Công cộng, được thành lập vào tháng 06/1985. Công ty hoạt động chính trong lĩnh vực cung cấp dịch vụ môi trường công ích trên địa bàn tỉnh Bình Thuận. BMD chính thức hoạt động theo mô hình công ty cổ phần từ tháng 04/2016. Công ty là đơn vị chiếm thị phần chủ yếu trong hoạt động cung cấp dịch vụ vệ sinh môi trường công ích tại tỉnh Bình Thuận nói chung và thành phố Phan Thiết nói riêng. BMD chính thức được giao dịch trên thị trường UPCOM từ ngày 14/06/2017. "
285,BMF,"Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai (BMF) có tiền thân là Công ty Kinh doanh Vật liệu Xây dựng và Xây lắp, được thành lập vào đầu năm 1982. Công ty hoạt động chính trong lĩnh vực kinh doanh, phân phối, bán buôn, bán lẻ các mặt hàng xăng dầu, khí hóa lỏng, chất đốt. BMF chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Công ty đã xây dựng hệ thống bản lẻ xăng dầu với 10 cửa hàng nằm trên địa bàn tỉnh Đồng Nai. Thị trường bán buôn xăng dầu của Công ty nằm tại các khu vực như các khu công nghiệp ở Đồng Nai và các khu vực lân cận. BMF được giao dịch trên thị trường UPCOM từ tháng 04/2018. "
751,BMG,"Công ty Cổ phần May Bình Minh (BMG) có tiền thân là một cơ sở sản xuất mang tên ""Thái Dương Kỹ Nghệ Y Phục Công Ty"" (SOGAMEN) thành lập trước năm 1975. Hoạt động chủ yếu trong lĩnh vực sản xuất, kinh doanh và xuất khẩu các sản phẩm dệt may. BMG chính thức hoạt động theo mô hình công ty cổ phần từ năm 1999. Là đơn vị thành viên của Tập đoàn Dệt may Việt Nam (Vinatex), Công ty được tạo điều kiện thuận lợi để tham gia vào chuỗi cung ứng dệt may của Tập đoàn. BMG chính thức được giao dịch trên thị trường UPCOM từ cuối năm 2018. "
220,BMI," Tổng Công ty Cổ phần Bảo Minh (BMI) có tiền thân là Công ty Bảo hiểm Thành phố Hồ Chí Minh được thành lập thành lập bởi Bộ Tài chính vào năm 1994. Tổng Công ty hoạt động chính trong lĩnh vực bảo hiểm phi nhân thọ và đầu tư tài chính. BMI chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Các nhóm nghiệp vụ bảo hiểm chính của Bảo Minh gồm: bảo hiểm xe cơ giới, bảo hiểm con người, bảo hiểm tài sản kỹ thuật, bảo hiểm hàng hải và bảo hiểm hàng không. BMI hiện có 65 đơn vị thành viên và hơn 550 phòng giao dịch trải dài cả nước. BMI được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 04/2008.  "
457,BMJ,"Công ty Cổ phần Khoáng sản Miền Đông AHP (BMJ) tiền thân là xí nghiệp Khai thác khoáng sản được thành lập năm 2001. Từ năm 2008, Công ty chính thức hoạt động theo mô hình công ty cổ phần. Công ty tập trung vào lĩnh vực chủ yếu là khai thác, sản xuất, kinh doanh đá xây dựng tại mỏ đá An Bình, Phú Giáo, Bình Dương. Hiện nay, Công ty có 9 dây chuyền nghiền sàng đá các loại công suất 150 tấn/giờ đang hoạt động, gần 40 phương tiện cơ giới chuyên dùng. Năm 2009, BMJ chính thức niêm yết tại Thị trường Upcom. "
1036,BMN,"Công ty Cổ phần 715 (BMN) với tiền thân là đơn vị sự nghiệp kinh tế Cụm phà Mỹ Thuận, chuyên quản lý, khai thác, duy tu bảo dưỡng cơ sở hạ tầng đường bộ, sửa chữa và xây dựng công trình giao thông. Hiện nay, công ty đang phụ trách quản lý bảo trì đường cao tốc thành phố Hồ Chí Minh - Trung Lương thuộc thành phố Hồ Chí Minh, Long An, Tiền Giang và bảo dưỡng, xây dựng công trình đường giao thông trên các quốc lộ 1A, 53, 54, 60 tỉnh Vĩnh Long, Trà Vinh, Đồng Tháp. BMN được giao dịch trên thị trường UPCOM từ tháng 04/2016. "
1037,BMP,"Công ty Cổ phần Nhựa Bình Minh (BMP) có tiền thân là Nhà máy Công tư Hợp doanh Nhựa Bình Minh thành lập năm 1977. Công ty chuyên sản xuất các sản phẩm ống PVC cứng, PEHD (ống gân và ống trơn), phụ tùng ống, bình phun thuốc trừ sâu, nón bảo hộ lao động và các sản phẩm nhựa kỹ thuật khác. BMP chính thức hoạt động theo mô hình công ty cổ phần từ năm 2004. Công ty hiện sở hữu và vận hành 04 nhà máy sản xuất tại thành phố Hồ Chí Minh, Bình Dương, Long An và Hưng Yên với tổng công suất 150.000 tấn sản phẩm/năm. Công ty chiếm lĩnh khoảng 28% thị trường ống nhựa trong cả nước. BMP chính thức được niêm yết và giao dịch trên Sở Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2006. "
60,BMS," Công ty Cổ phần Chứng khoán Bảo Minh (BMS) được thành lập vào năm 2008 bởi Tổng Công ty Cổ phần Bảo Minh. Công ty hoạt động trong lĩnh vực cung cấp các dịch vụ môi giới chứng khoán, tự doanh chứng khoán, tư vấn doanh nghiệp, bảo lãnh phát hành, lưu ký chứng khoán và các dịch vụ liên quan khác. Trong năm 2022, Doanh thu nghiệp vụ môi giới chứng khoán đạt 45.23 tỷ đồng, giảm 2.02%. Lợi nhuận trước thuế đạt -120.5 tỷ đồng. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) ở mức -12.7 %. BMS được giao dịch trên thị trường UPCOM từ tháng 08/2018.  "
680,BMV,"Công ty Cổ phần Bột mỳ Vinafood 1 (BMV) có tiền thân Công ty Lương thực Thanh Nghệ Tĩnh, được thành lập vào năm 2002 trên cơ sở hợp nhất Công ty Lương thực Thanh Hóa, Công ty Lương thực Nghệ An và Công ty Lương thực Hà Tĩnh. Công ty hiện là một thành viên của Tổng Công ty Lương thực miền Bắc. Lĩnh vực kinh doanh chính của Công ty là sản xuất, chế biến bột mỳ và các sản phẩm từ bột mỳ và sản xuất, kinh doanh các loại nguyên liệu, thành phẩm thức ăn chăn nuôi gia súc. Được thừa kế từ Công ty bột mỳ Vinafood 1, Công ty hiện đang quản lý vận hành 02 nhà máy bột mỳ Bảo Phước và Hưng Quang với tổng công suất đạt 440 tấn/ngày, cung cấp các sản phẩm bột mỳ với nhiều nhãn hiệu đa dạng như Hoa Phượng Đỏ, Phượng Hoàng, Hồng Yến. Ngày 06/06/2017, BMV chính thức giao dịch trên thị trường UPCOM. "
596,BNA,"Công ty Cổ phần Đầu tư Sản xuất Bảo Ngọc (BNA) có tiền thân là Công ty cổ phần Đầu tư Sản xuất Bảo Ngọc Akito được thành lập năm 2012. BNA trở thành công ty đại chúng từ tháng 05/2018. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh bánh kẹo. Công ty hiện đang quản lý vận hành Nhà máy Bảo Ngọc Miền Bắc với diện tích 6.000m2, công suất 100,000 tấn sản phẩm/năm, Nhà máy Bảo Ngọc Miền Nam với diện tích 6.000m2, công suất 100,000 tấn sản phẩm/năm. Ngoài ra, Công ty còn sở hữu 01 dây chuyền sản xuất bánh khô tại công ty con - Công ty TNHH Chế biến nông sản Hồng Hà. BNA chính thức được niêm yết và giao dịch tại Sở Giao dịch Chứng khoán Hà Nội (HNX) từ cuối năm 2020. "
286,BNW,"Công ty Cổ phần Nước sạch Bắc Ninh (BNW) có tiền thân là Công ty Cấp thoát nước Bắc Ninh, được thành lập vào năm 1997. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh nước sạch trên địa bàn thành phố Bắc Ninh, các thị trấn huyện lỵ thuộc tỉnh Bắc Ninh và các vùng phụ cận. Bên cạnh đó, Công ty còn tham gia xây dựng các công trình cấp thoát nước, hệ thống điện hạ thế đến 35KV, công trình dân dụng và công nghiệp, và quản lý vận hành hệ thống cấp thoát nước và xử lý nước thải đô thị và khu công nghiệp. Công ty quản lý và vận hành các nhà máy nước trực thuộc với tổng công suất khoảng 36.400m3/ngày đêm và Nhà máy xử lý nước thải thành phố Bắc Ninh với công suất 28.000m3/ngày đêm. BNW được giao dịch trên thị trường UPCoM từ tháng 12/2018. "
1038,BOT,"Công ty cổ phần đầu tư BOT cầu Thái Hà (BOT) được thành lập vào năm 2014. Công ty hoạt động chính trong lĩnh vực triển khai các dự án BOT giao thông cầu đường. BOT trở thành công ty đại chúng từ tháng 01/2019. Công ty là doanh nghiệp thực hiện Dự án Đầu tư xây dựng công trình cầu Thái Hà vượt sông Hồng trên đường nối hai tỉnh Thái Bình và Hà Nam với đường cao tốc cầu Giẽ - Ninh Bình, giai đoạn I theo hình thức hợp đồng BOT (Xây dựng - Kinh doanh - Chuyển giao). BOT được giao dịch trên thị trường UPCOM từ tháng 02/2019. "
1540,BPC," Công ty Cổ phần Vicem Bao bì Bỉm Sơn (BPC) có tiền thân là Phân xưởng sản xuất vỏ bao thủ công trực thuộc Nhà máy xi măng Bỉm Sơn được thành lập vào năm 1992. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh bao bì. BPC chuyển sang hoạt động theo mô hình cổ phần từ năm 1999. Công ty hiện có dây chuyền sản xuất bao bì với công suất 60 triệu vỏ bao/năm. Sản phẩm vỏ bao của Công ty được tiêu thụ ở một số đơn vị khách hàng như: Công ty cổ phần xi măng Bỉm Sơn, Công ty xi măng Tam Điệp, Công ty cổ phần xi măng Hoàng Mai, Công ty cổ phần xi măng Bút sơn, Công ty xi măng Nghi Sơn, Công ty xi măng Quảng Bình. BPC cung cấp khoảng 70-80% lượng vỏ bao mà Công ty Cổ phần xi măng ViCem Bỉm Sơn nhập vào. Ngày 08/06/2009, BPC chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
707,BQB,"Công ty Cổ phần Bia Hà Nôi – Quảng Bình (BQB) có tiền thân là Nhà máy Bia Rượu Quảng Bình, được thành lập vào năm 1990. Là thành viên của Tổng Công ty Bia – Rượu – Nước Giải Khát Hà Nội (HABECO), Công ty hoạt động chính trong lĩnh vực sản xuất các sản phẩm bia cho Tổng Công ty. BQB trở thành công ty đại chúng từ năm 2010. Công ty hiện quản lý vận hành Nhà máy Bia Hà Nội - Quảng Bình với công suất 30 triệu lít/năm. BQB được giao dịch trên thị trường UPCOM từ tháng 01/2018. "
503,BRC," Công ty Cổ phần Cao su Bến Thành (BRC) tiền thân là Xí nghiệp Cao su Giải Phóng được thành lập năm 1975. Năm 2007, Cổ phần hóa và đổi tên thành Công ty Cổ phần Cao Su Bến Thành. Lĩnh vực hoạt động chính của công ty là khai thác, gia công và kinh doanh mủ cao su, băng tải cao su và dây courroie; Mua bán sản phẩm cao su: Băng tải, dây trân bản, vỏ ruột xe đạp – xe gắn máy, cao su nguyên liệu, sản phẩm cao su kỹ thuật; Mua bán nguyên liệu, vật tư, thiết bị phục vụ ngành công nghiệp. Công ty là doanh nghiệp sản xuất băng tải hàng đầu Việt Nam. Sản phẩm băng tải của công ty chiếm thị phần lớn nhất, khoảng 30% - 40% thị trường trong nước. Công ty có khả năng sản xuất băng tải công nghiệp 200.000 m2/năm và dây courroie 12,5 triệu inch/tháng. Về dây courroie, năng lực sản xuất là 12,5 triệu inch/tháng. Sản phẩm của công ty được xuất khẩu sang thị trường Mỹ, Malaysia, Indonesia, Nhật Bản, Trung Quốc, Ai Cập. Ngày 13/12/2011, BRC chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  "
501,BRR,"Công ty Cổ phần Cao su Bà Rịa (BRR) có tiền thân là Công ty Cao su Bà Rịa, được thành lập vào năm 1994. Công ty hoạt động chính trong lĩnh vực khai thác, chế biến và buôn bán mủ cao su thiên nhiên. BRR chính thức hoạt động theo mô hình công ty cổ phần từ năm 2016. Công ty hiện quản lý vận hành 3 dây chuyền sản xuất hiện đại với tổng công suất 16.000 tấn/năm, trong đó 2 dây chuyền sản xuất mủ tinh có công suất 12.000 tấn/năm và 1 dây chuyền sản xuất mủ tạp có công suất 4.000 tấn/năm. Sản phẩm của Công ty phần lớn được xuất khẩu sang các nước Singapore (20%), Đức (20%), Nhật (20%) và một số nước Châu Á khác. Bốn khách hàng lớn chiếm khoảng 70 – 85% sản lượng tiêu thụ của Công ty gồm R1 International PTE LTD, Weber, Tongteik PTE LTD, Furukawa and Yokohama Việt Nam. BRR được giao dịch trên thị trường UPCOM từ tháng 06/2017. "
1487,BRS,"Công ty Cổ phần Dịch vụ Đô thị Bà Rịa (BRS) có tiền thân là Công ty Công trình Đô thị Thành phố Bà Rịa, được thành lập vào năm 2004. Công ty hoạt động chủ yếu trong hoạt động cung cấp dịch vụ công tích trên địa bàn tỉnh Bà Rịa Vũng Tàu. BRS chính thực hoạt động theo mô hình công ty cổ phần từ năm 2013. BRS là doanh nghiệp lớn thứ 2 hiện nay hoạt động trong lĩnh vực cung cấp các dịch vụ công cộng cho tỉnh Bà Rịa Vũng Tàu, sau Công ty Cổ phần Công trình Độ thị Vũng Tàu. Công ty chiếm hơn 50% tổng thị phần dịch vụ công ích của thành phố Bà Rịa. BRS được giao dịch trên thị trường UPCOM từ tháng 01/2017. "
